Ticker,Compared_To,Correlation
TCS,TCS,1.0
TECHM,TCS,0.58
TITAN,TCS,0.13
TRENT,TCS,0.12
ULTRACEMCO,TCS,0.24
WIPRO,TCS,0.6
ADANIENT,TECHM,0.13
ADANIPORTS,TECHM,0.14
APOLLOHOSP,TECHM,0.15
ASIANPAINT,TECHM,0.14
AXISBANK,TECHM,0.13
BAJAJ-AUTO,TECHM,0.04
BAJAJFINSV,TECHM,0.19
BAJFINANCE,TECHM,0.15
BEL,TECHM,0.21
BHARTIARTL,TECHM,0.25
BPCL,TECHM,0.2
BRITANNIA,TECHM,0.13
CIPLA,TECHM,0.04
COALINDIA,TECHM,0.17
DRREDDY,TECHM,0.21
EICHERMOT,TECHM,0.18
GRASIM,TECHM,0.16
HCLTECH,TECHM,0.56
HDFCBANK,TECHM,0.19
HDFCLIFE,TECHM,0.1
HEROMOTOCO,TECHM,0.11
HINDALCO,TECHM,0.23
HINDUNILVR,TECHM,0.14
ICICIBANK,TECHM,0.15
INDUSINDBK,TECHM,0.1
INFY,TECHM,0.65
ITC,TECHM,0.22
JSWSTEEL,TECHM,0.26
KOTAKBANK,TECHM,0.15
LT,TECHM,0.2
M&M,TECHM,0.21
MARUTI,TECHM,0.14
NESTLEIND,TECHM,0.05
NTPC,TECHM,0.18
ONGC,TECHM,0.23
POWERGRID,TECHM,0.15
RELIANCE,TECHM,0.26
SBILIFE,TECHM,0.14
SBIN,TECHM,0.18
SHRIRAMFIN,TECHM,0.22
SUNPHARMA,TECHM,0.16
TATACONSUM,TECHM,0.21
TATAMOTORS,TECHM,0.28
TATASTEEL,TECHM,0.28
TCS,TECHM,0.58
TECHM,TECHM,1.0
TITAN,TECHM,0.23
TRENT,TECHM,0.15
ULTRACEMCO,TECHM,0.27
WIPRO,TECHM,0.6
ADANIENT,TITAN,0.28
ADANIPORTS,TITAN,0.29
APOLLOHOSP,TITAN,0.24
ASIANPAINT,TITAN,0.29
AXISBANK,TITAN,0.14
BAJAJ-AUTO,TITAN,0.19
BAJAJFINSV,TITAN,0.29
BAJFINANCE,TITAN,0.24
BEL,TITAN,0.15
BHARTIARTL,TITAN,0.28
BPCL,TITAN,0.27
BRITANNIA,TITAN,0.07
CIPLA,TITAN,0.1
COALINDIA,TITAN,0.24
DRREDDY,TITAN,0.13
EICHERMOT,TITAN,0.27
GRASIM,TITAN,0.36
HCLTECH,TITAN,0.2
HDFCBANK,TITAN,0.18
HDFCLIFE,TITAN,0.2
HEROMOTOCO,TITAN,0.3
HINDALCO,TITAN,0.24
HINDUNILVR,TITAN,0.2
ICICIBANK,TITAN,0.14
INDUSINDBK,TITAN,0.24
INFY,TITAN,0.21
ITC,TITAN,0.32
JSWSTEEL,TITAN,0.3
KOTAKBANK,TITAN,0.15
LT,TITAN,0.22
M&M,TITAN,0.28
MARUTI,TITAN,0.32
NESTLEIND,TITAN,0.24
NTPC,TITAN,0.33
ONGC,TITAN,0.2
POWERGRID,TITAN,0.21
RELIANCE,TITAN,0.33
SBILIFE,TITAN,0.2
SBIN,TITAN,0.21
SHRIRAMFIN,TITAN,0.25
SUNPHARMA,TITAN,0.22
TATACONSUM,TITAN,0.31
TATAMOTORS,TITAN,0.27
TATASTEEL,TITAN,0.29
TCS,TITAN,0.13
TECHM,TITAN,0.23
TITAN,TITAN,1.0
TRENT,TITAN,0.19
ULTRACEMCO,TITAN,0.35
WIPRO,TITAN,0.26
ADANIENT,TRENT,0.2
ADANIPORTS,TRENT,0.2
APOLLOHOSP,TRENT,0.08
ASIANPAINT,TRENT,0.24
AXISBANK,TRENT,0.18
BAJAJ-AUTO,TRENT,0.22
BAJAJFINSV,TRENT,0.2
BAJFINANCE,TRENT,0.23
BEL,TRENT,0.27
BHARTIARTL,TRENT,0.26
BPCL,TRENT,0.22
BRITANNIA,TRENT,0.03
CIPLA,TRENT,0.13
COALINDIA,TRENT,0.27
DRREDDY,TRENT,0.18
EICHERMOT,TRENT,0.24
GRASIM,TRENT,0.24
HCLTECH,TRENT,0.2
HDFCBANK,TRENT,0.11
HDFCLIFE,TRENT,0.2
HEROMOTOCO,TRENT,0.21
HINDALCO,TRENT,0.27
HINDUNILVR,TRENT,0.08
ICICIBANK,TRENT,0.12
INDUSINDBK,TRENT,0.19
INFY,TRENT,0.15
ITC,TRENT,0.15
JSWSTEEL,TRENT,0.26
KOTAKBANK,TRENT,0.08
LT,TRENT,0.17
M&M,TRENT,0.26
MARUTI,TRENT,0.18
NESTLEIND,TRENT,0.15
NTPC,TRENT,0.23
ONGC,TRENT,0.21
POWERGRID,TRENT,0.2
RELIANCE,TRENT,0.28
SBILIFE,TRENT,0.18
SBIN,TRENT,0.27
SHRIRAMFIN,TRENT,0.22
SUNPHARMA,TRENT,0.26
TATACONSUM,TRENT,0.18
TATAMOTORS,TRENT,0.22
TATASTEEL,TRENT,0.22
TCS,TRENT,0.12
TECHM,TRENT,0.15
TITAN,TRENT,0.19
TRENT,TRENT,1.0
ULTRACEMCO,TRENT,0.3
WIPRO,TRENT,0.14
ADANIENT,ULTRACEMCO,0.37
ADANIPORTS,ULTRACEMCO,0.41
APOLLOHOSP,ULTRACEMCO,0.27
ASIANPAINT,ULTRACEMCO,0.27
AXISBANK,ULTRACEMCO,0.4
BAJAJ-AUTO,ULTRACEMCO,0.24
BAJAJFINSV,ULTRACEMCO,0.48
BAJFINANCE,ULTRACEMCO,0.44
BEL,ULTRACEMCO,0.45
BHARTIARTL,ULTRACEMCO,0.36
BPCL,ULTRACEMCO,0.4
BRITANNIA,ULTRACEMCO,0.19
CIPLA,ULTRACEMCO,0.11
COALINDIA,ULTRACEMCO,0.33
DRREDDY,ULTRACEMCO,0.26
EICHERMOT,ULTRACEMCO,0.31
GRASIM,ULTRACEMCO,0.58
HCLTECH,ULTRACEMCO,0.22
HDFCBANK,ULTRACEMCO,0.36
HDFCLIFE,ULTRACEMCO,0.24
HEROMOTOCO,ULTRACEMCO,0.27
HINDALCO,ULTRACEMCO,0.31
HINDUNILVR,ULTRACEMCO,0.17
ICICIBANK,ULTRACEMCO,0.43
INDUSINDBK,ULTRACEMCO,0.33
INFY,ULTRACEMCO,0.23
ITC,ULTRACEMCO,0.26
JSWSTEEL,ULTRACEMCO,0.55
KOTAKBANK,ULTRACEMCO,0.33
LT,ULTRACEMCO,0.47
M&M,ULTRACEMCO,0.43
MARUTI,ULTRACEMCO,0.35
NESTLEIND,ULTRACEMCO,0.28
NTPC,ULTRACEMCO,0.46
ONGC,ULTRACEMCO,0.41
POWERGRID,ULTRACEMCO,0.4
RELIANCE,ULTRACEMCO,0.49
SBILIFE,ULTRACEMCO,0.26
SBIN,ULTRACEMCO,0.43
SHRIRAMFIN,ULTRACEMCO,0.49
SUNPHARMA,ULTRACEMCO,0.24
TATACONSUM,ULTRACEMCO,0.25
TATAMOTORS,ULTRACEMCO,0.36
TATASTEEL,ULTRACEMCO,0.48
TCS,ULTRACEMCO,0.24
TECHM,ULTRACEMCO,0.27
TITAN,ULTRACEMCO,0.35
TRENT,ULTRACEMCO,0.3
ULTRACEMCO,ULTRACEMCO,1.0
WIPRO,ULTRACEMCO,0.3
ADANIENT,WIPRO,0.22
ADANIPORTS,WIPRO,0.23
APOLLOHOSP,WIPRO,0.22
ASIANPAINT,WIPRO,0.13
AXISBANK,WIPRO,0.2
BAJAJ-AUTO,WIPRO,0.12
BAJAJFINSV,WIPRO,0.32
BAJFINANCE,WIPRO,0.23
BEL,WIPRO,0.25
BHARTIARTL,WIPRO,0.25
BPCL,WIPRO,0.21
BRITANNIA,WIPRO,0.16
CIPLA,WIPRO,0.08
COALINDIA,WIPRO,0.23
DRREDDY,WIPRO,0.27
EICHERMOT,WIPRO,0.26
GRASIM,WIPRO,0.23
HCLTECH,WIPRO,0.6
HDFCBANK,WIPRO,0.18
HDFCLIFE,WIPRO,0.19
HEROMOTOCO,WIPRO,0.2
HINDALCO,WIPRO,0.25
HINDUNILVR,WIPRO,0.18
ICICIBANK,WIPRO,0.21
INDUSINDBK,WIPRO,0.2
INFY,WIPRO,0.57
ITC,WIPRO,0.23
JSWSTEEL,WIPRO,0.35
KOTAKBANK,WIPRO,0.23
LT,WIPRO,0.32
M&M,WIPRO,0.3
MARUTI,WIPRO,0.2
NESTLEIND,WIPRO,0.17
NTPC,WIPRO,0.19
ONGC,WIPRO,0.29
POWERGRID,WIPRO,0.16
RELIANCE,WIPRO,0.35
SBILIFE,WIPRO,0.25
SBIN,WIPRO,0.23
SHRIRAMFIN,WIPRO,0.3
SUNPHARMA,WIPRO,0.19
TATACONSUM,WIPRO,0.25
TATAMOTORS,WIPRO,0.32
TATASTEEL,WIPRO,0.33
TCS,WIPRO,0.6
TECHM,WIPRO,0.6
TITAN,WIPRO,0.26
TRENT,WIPRO,0.14
ULTRACEMCO,WIPRO,0.3
WIPRO,WIPRO,1.0
